submission_month,submission_yr,submission_yr_month,YEAR,analysis,filing_status,submission_date,DEPARTMENT_NAME,DEPARTMENT_NUMBER,COUNTY_NAME,REGION,ZIP_CODE,CHIEF_ADMIN_NAME,total_stops,search_conducted_yes,search_reason_consent,search_reason_contraband,search_reason_probable,search_reason_inventory,search_reason_incident_to_arrest,contraband_discovered_yes,contraband_discovered_no,contraband_drugs paraphernailia,contraband_currency,contraband_weapons,contraband_alchohol,contraband_stolen property,contraband_other,result_verbal,result_written,result_citation,result_written_arrest,result_citation_arrest,result_arrest,arrest_penal_code,arrest_traffic,arrest_city_ordinance,arrest_warrant,physical_force_yes,physical_force_no,complaints,complaints_disciplinary_yes,complaints_disciplinary_no,physical_force_yes_bodily_injury_suspect,physical_force_yes_bodily_injury_officer,physical_force_yes_bodily_injury_both
01,2025,2025-01,2024,TCOLE,Full,1/23/2025,SAN BENITO I.S.D. POLICE DEPT.,061904,CAMERON,3,78586,JUAN A. SOSA JR,127,5,0,0,4,1,0,2,3,2,0,0,0,0,0,0,71,54,0,2,0,0,0,0,2,0,127,0,0,0,0,0,0
03,2020,2020-03,2019,,Full,3/20/2020,CHICO POLICE DEPT.,497204,WISE,8,76431,CHARLES G. WILEY,126,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,39,87,0,0,0,0,0,0,0,0,126,,,,,,
03,2021,2021-03,2020,,Full,3/1/2021,ARCHER CO. CONST. PCT. 4,009104,ARCHER,8,76531,CLAYTON B. HOFF,126,6,0,0,5,0,1,2,124,1,0,0,0,0,0,47,0,75,0,3,1,4,0,0,0,0,126,0,0,0,,,
03,2021,2021-03,2020,,Full,3/16/2021,TERRY CO. SHERIFF'S OFFICE,445100,TERRY,1,79316,TIMOTHY A. CLICK,126,1,0,1,0,1,1,2,0,1,0,1,0,0,0,0,104,18,0,0,5,2,2,0,1,0,126,0,0,0,,,
02,2022,2022-02,2021,TCOLE,Full,2/16/2022,Baylor Scott & White Health Public Safety,113018,DALLAS,6,75246,JESSE GOMEZ,126,2,0,0,0,0,2,0,2,0,0,0,0,0,0,87,5,27,0,0,7,0,0,0,7,0,126,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/21/2022,TEXAS A&M UNIV. CORPUS CHRISTI POLICE DEPT.,355006,NUECES,3,78412,ALAN A. GUTIERREZ,126,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,97,29,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/27/2024,ROBERTSON CO. CONST. PCT. 2,395102,ROBERTSON ,9,77859,CRAIG S. BOYETT,126,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,103,21,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/3/2025,DENTON CO. CONST. PCT. 2,121102,DENTON,8,75034,MICHAEL A. TRUITT,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,11,15,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/7/2025,TEXAS MEDICAL CENTER POLICE DEPT.,201020,HARRIS,4,77030,JOHN M. WOLTER,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,41,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/22/2021,PANOLA CO. CONST. PCT. 2,365102,PANOLA,5,75633,CHARLES D. BLUE,125,10,2,0,8,0,0,2,123,2,0,0,0,0,0,51,6,68,0,0,0,0,0,0,0,0,125,0,0,0,,,
01,2024,2024-01,2023,,Full,1/29/2024,CULBERSON CO. SHERIFF'S OFFICE,109100,CULBERSON ,2,79855,OSCAR E. CARRILLO,125,5,5,0,0,0,0,5,0,4,0,0,1,0,0,0,10,114,0,1,0,1,0,0,0,0,125,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/4/2024,ERATH CO. CONST. PCT. 1,143101,ERATH,8,76401,JASON D. SCHIPPER,125,1,0,0,1,0,0,0,1,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/26/2025,DAISETTA POLICE DEPARTMENT ,291203,LIBERTY,4,77533,MICHAEL C. PARRISH,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,51,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/13/2025,IVANHOE POLICE DEPARTMENT ,457203,TYLER,5,75979,STEVEN L. DRUMM,125,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,53,70,0,0,2,0,0,0,2,0,125,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/12/2020,ABILENE CHRISTIAN UNIV. POLICE DEPT.,441006,TAYLOR,2,79699,JAMES A. ELLISON,124,2,0,0,2,0,0,0,2,0,0,0,0,0,0,99,0,25,0,0,0,0,0,0,0,0,124,,,,,,
01,2020,2020-01,2019,,Full,1/15/2020,NAVARRO COLLEGE D.P.S.,349001,NAVARRO,6,75110,HEATH W. OAKLEY,124,20,8,0,12,0,0,8,12,8,0,0,0,0,0,0,113,8,2,1,0,3,0,0,0,0,124,,,,,,
02,2021,2021-02,2020,,Full,2/12/2021,Oak Ridge Police Department,257210,KAUFMAN,6,75161,THOMAS A. PEOPLES,124,6,0,0,7,0,0,5,108,3,0,0,1,0,2,0,6,115,0,1,0,1,2,0,0,0,124,0,0,0,,,
01,2022,2022-01,2021,Dept.,Full,1/19/2022,ROBERTSON CO. CONST. PCT. 2,395102,ROBERTSON ,7,77856,CRAIG S. BOYETT,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,21,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0
01,2022,2022-01,2021,Dept.,Full,1/21/2022,SAN JACINTO CO. CONST. PCT. 2,407102,SAN JACINTO,4,77371,SONNY R. ATCHLEY,124,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,53,70,0,1,0,1,0,0,0,0,124,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/23/2022,TYLER JR. COLLEGE CAMPUS POLICE DEPT.,423005,SMITH,5,75711,MICHAEL W. SEALE,124,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,84,40,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0
03,2023,2023-03,2022,TCOLE,Full,3/2/2023,PALO PINTO CO. CONST. PCT. 3,363103,PALO PINTO,8,76449,KEVIN S. LONG,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/27/2024,ARCHER CITY POLICE DEPARTMENT,009201,ARCHER,8,76351,JUSTIN M. PERRON,124,32,12,0,17,2,1,12,20,6,1,2,1,0,2,20,70,19,0,0,15,10,0,0,5,0,124,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/21/2025,IDALOU POLICE DEPT.,303201,LUBBOCK,1,79329,ERIC WILLIAMS,124,2,1,0,0,0,1,0,2,0,0,0,0,0,0,2,82,39,0,0,1,0,0,0,1,0,124,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/13/2025,MCALLEN ISD Police Department ,215903,HIDALGO,3,78501,JOSE SILVA JR.,124,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,114,10,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0
03,2021,2021-03,2020,,Full,3/18/2021,DENTON CO. CONST. PCT. 1,121101,DENTON,8,76201,JOHNNY W. HAMMONS,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,41,0,0,0,0,0,0,0,0,123,0,0,0,,,
01,2023,2023-01,2022,TCOLE,Full,1/9/2023,KENDALL CO. CONST. PCT. 4,259104,KENDALL,10,78013,DAVID B. VAUGHAN,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,36,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/20/2023,White River Water District Police Dept,107701,CROSBY,1,79370,ANTHONY D. MCADOO,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,86,9,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/22/2024,EDGEWOOD I.S.D. POLICE DEPT.,029921,BEXAR,10,78237,JESSE B. QUIROGA,123,8,1,0,2,5,0,2,6,1,0,0,0,0,1,3,73,45,0,2,0,1,0,0,1,0,123,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/22/2025,SAN JACINTO COLLEGE DISTRICT POLICE ,201007,HARRIS,4,77505,SABRINA L. NAULINGS,123,1,1,0,0,0,0,0,1,0,0,0,0,0,0,45,14,63,0,0,1,0,0,0,1,0,123,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/21/2025,SUNRAY POLICE DEPT.,341203,MOORE,1,79086,COLT D. FARNI,123,11,1,1,1,8,0,6,5,1,0,0,4,0,1,1,48,69,0,5,0,1,1,0,3,0,123,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/28/2020,SLATON ISD POLICE DEPT.,303906,LUBBOCK,1,79364,JAMES W. WILLIAMS,122,3,0,0,2,0,1,3,119,2,0,0,1,0,0,50,46,25,0,0,1,1,0,0,0,0,122,,,,,,
01,2020,2020-01,2019,,Full,1/10/2020,SUNRAY POLICE DEPT.,341203,MOORE,1,79086,COLT D. FARNI,122,6,1,0,0,1,4,1,5,0,0,0,1,1,0,20,49,53,0,4,4,0,3,0,1,0,122,,,,,,
01,2021,2021-01,2020,,Full,1/29/2021,NACOGDOCHES CO. CONST. PCT. 1,347101,NACOGDOCHES,5,75965,WILLIAM C. SOWELL,122,2,0,0,2,0,1,1,1,1,0,0,0,0,1,0,54,68,0,0,2,2,0,0,2,0,122,0,0,0,,,
02,2021,2021-02,2020,,Full,2/25/2021,WILBARGER CO. SHERIFF'S OFFICE,487100,WILBARGER,1,76385,BRIAN J. FRITZE,122,2,0,0,2,0,0,2,0,1,0,0,0,0,1,0,86,32,0,2,2,3,0,0,0,0,122,0,0,0,,,
02,2023,2023-02,2022,TCOLE,Full,2/1/2023,CROSBY CO. SHERIFF'S OFFICE,107100,CROSBY,1,79322,ETHAN R. VILLANUEVA,122,18,3,0,15,0,0,14,4,11,0,0,0,0,3,6,17,98,0,0,1,1,0,0,0,0,122,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/3/2020,HILLCREST VILLAGE CITY MARSHAL'S OFFICE,039601,BRAZORIA,4,77512,SHOHN D. DAVISON,121,3,1,0,0,2,0,0,3,0,0,0,0,0,0,24,79,18,0,1,0,0,0,0,1,0,121,,,,,,
08,2020,2020-08,2019,,Full,8/31/2020,MOUNT PLEASANT I.S.D. POLICE DEPT.,449901,TITUS,5,75455,RONNIE J. HUMPHREY,121,3,0,0,2,0,1,1,2,1,0,0,0,0,0,1,44,0,0,76,0,0,1,0,1,0,121,0,0,0,,,
02,2021,2021-02,2020,,Full,2/1/2021,FORT BEND I.S.D. POLICE DEPT.,157902,FORT BEND,4,77477,DAVID W. RIDER,121,1,0,0,1,0,0,0,121,0,0,0,0,0,0,0,73,48,0,0,0,0,0,0,0,0,121,0,0,0,,,
01,2023,2023-01,2022,Dept.,Full,1/2/2023,COCHRAN CO. SHERIFF'S OFFICE,079100,COCHRAN,1,79346,JORGE DE LA CRUZ,121,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,55,63,1,1,1,0,1,0,2,0,121,1,1,0,0,0,0
01,2023,2023-01,2022,TCOLE,Full,1/23/2023,LOVING CO. CONST. PCT. 1,301101,LOVING,2,79754,BRANDON W. JONES,121,5,2,0,3,0,0,1,4,1,0,0,0,0,0,50,19,51,0,1,0,1,0,0,0,2,119,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/10/2024,GONZALES CO. CONST. PCT. 1,177101,GONZALES,10,78629,JOHNNIE D. HALL JR,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,57,2,0,0,0,0,0,2,0,121,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/30/2024,HUTTO ISD POLICE DEPARTMENT,491904,WILLIAMSON,9,78634,WILLIAM H. EDWARDS,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,69,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/24/2025,KINNEY CO. SHERIFF'S OFFICE,271100,KINNEY,2,78832,BRAD M. COE,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0
08,2020,2020-08,2019,,Full,8/31/2020,FRIO CO. CONST. PCT. 2,163102,FRIO,3,78061,RODOLFO G. ORTEGON,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,59,0,0,1,0,0,0,1,0,120,0,0,0,,,
01,2021,2021-01,2020,,Full,1/16/2021,LIPAN CITY MARSHAL'S OFFICE,221601,HOOD,8,76462,JAMES A. CARTER,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,104,0,0,0,0,0,0,0,0,120,0,0,0,,,
02,2021,2021-02,2020,,Full,2/28/2021,MEDINA CO. CONST. PCT. 2,325102,MEDINA,2,78009,JAMES PRZYBYLSKI,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,105,0,0,0,0,0,0,0,0,120,0,0,0,,,
02,2021,2021-02,2020,,Full,2/22/2021,STAGECOACH POLICE DEPT.,339214,MONTGOMERY,4,77355,MICHAEL C. WETHINGTON,120,9,2,0,7,0,0,5,4,5,0,0,0,0,0,0,34,81,0,3,2,2,0,0,3,0,120,0,0,0,,,
02,2022,2022-02,2021,TCOLE,Full,2/1/2022,ABILENE CHRISTIAN UNIV. POLICE DEPT.,441006,TAYLOR,2,79699,JASON ELLIS,120,2,0,0,0,1,1,0,2,0,0,0,0,0,0,109,0,7,0,0,4,4,0,0,0,0,120,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/2/2022,DEAF SMITH CO. SHERIFF'S OFFICE,117100,DEAF SMITH,1,79045,JOHNNY D. BUTLER JR,120,4,0,0,4,0,0,4,0,4,0,0,0,0,0,48,19,53,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/22/2022,EDGEWOOD I.S.D. POLICE DEPT.,029921,BEXAR,7,78237,JESSE B. QUIROGA,120,10,0,0,6,3,1,5,5,5,0,0,0,0,0,26,67,24,0,2,1,0,1,0,2,0,120,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/15/2022,HAYS CO. CONST. PCT. 1,209101,HAYS,7,78666,DAVID L. PETERSON,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78,40,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/24/2023,Baylor Scott & White Health Public Safety,113018,DALLAS,7,75246,JESSE GOMEZ,120,5,0,2,0,0,3,4,1,1,0,1,0,0,2,93,0,24,0,0,3,3,0,0,0,0,120,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/29/2024,POLK CO. CONST. PCT. 1,373101,POLK,5,77351,SCOTT D. HUGHES,120,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,94,26,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/26/2024,ST. EDWARDS UNIV. POLICE DEPT.,453008,TRAVIS,10,78704,HOMER J. HUERTA,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,6,10,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/7/2024,TEXAS A&M UNIV. KINGSVILLE P. D.,273005,KLEBERG,3,78363,JULIAN CAVAZOS JR,120,3,2,1,0,0,0,2,1,1,0,0,0,0,1,2,102,16,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/27/2020,HAWK COVE POLICE DEPT.,231211,HUNT,6,75474,RHONDA E. MCKEEHAN,119,15,8,0,0,5,2,6,9,5,0,0,0,0,1,0,48,68,2,1,0,2,1,0,0,0,119,,,,,,
02,2020,2020-02,2019,,Full,2/27/2020,KAUFMAN CO. CONST. PCT. 1,257101,KAUFMAN,6,75142,SHAWN A. MAYFIELD,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,64,0,0,0,0,0,0,0,0,119,,,,,,
03,2020,2020-03,2019,,Full,3/13/2020,UNIV. OF NORTH TEXAS H&S CENTER,439009,TARRANT,8,76107,JEFFREY M. ARRINGTON,119,2,0,0,2,0,0,0,119,0,0,0,0,0,0,20,74,25,0,0,0,0,0,0,0,0,119,,,,,,
02,2021,2021-02,2020,,Full,2/26/2021,THRALL POLICE DEPT.,491209,WILLIAMSON,7,76578,WHITNEY Y. WHITWORTH,119,19,9,0,0,6,2,13,0,11,0,0,0,1,0,0,45,71,0,0,0,0,0,0,0,0,0,0,0,0,,,
02,2021,2021-02,2020,,Full,2/24/2021,WHARTON CO. CONST. PCT. 1,481101,WHARTON,3,77488,WILLIAM T. COPELAND,119,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,57,61,0,1,0,1,119,0,0,0,0,0,0,0,,,
01,2023,2023-01,2022,TCOLE,Full,1/19/2023,VAN ZANDT CO. SHERIFF'S OFFICE,467100,VAN ZANDT,6,75103,JESSE N. CARTER,119,12,5,0,3,4,0,5,7,2,0,0,0,0,3,0,40,79,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/5/2025,HAWLEY POLICE DEPT.,253204,JONES,1,79525,BRADFORD T. WILSON,119,5,4,0,1,0,0,2,3,2,0,0,0,0,0,7,50,61,0,1,0,1,0,0,0,0,119,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/23/2021,LUBBOCK I.S.D. POLICE DEPT.,303901,LUBBOCK,1,79401,JODY L. SCIFRES,118,1,0,0,0,0,1,0,118,0,0,0,0,0,0,62,0,46,0,0,10,1,0,0,9,0,118,0,0,0,,,
02,2023,2023-02,2022,TCOLE,Full,2/7/2023,LEFORS CITY MARSHAL'S OFFICE,179201,GRAY,1,79054,LANDON D. ROBERTS,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,45,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/4/2024,BANDERA CO. CONST. PCT. 2 ,019102,BANDERA,10,78063,GREGORY W. SPENGLER,118,4,0,0,0,2,2,0,4,0,0,0,0,0,0,0,64,54,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/5/2024,Prosper ISD Police,085900,COLLIN,7,75078,CHAD R. VESSELS,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,70,12,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/13/2025,KAUFMAN CO. CONST. PCT. 1,257101,KAUFMAN,7,75142,SHAWN A. MAYFIELD,118,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,98,20,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/18/2025,University Medical Center Police Department,303151,LUBBOCK,1,79415,KELLY S. BRADLEY,118,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,69,46,0,0,3,0,2,0,1,0,118,0,0,0,0,0,0
04,2020,2020-04,2019,,Full,4/2/2020,WALKER CO. CONST. PCT. 4,471104,WALKER,4,77358,GENE C. BARTEE,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,78,0,0,0,0,0,0,0,0,117,,,,,,
02,2022,2022-02,2021,TCOLE,Full,2/4/2022,MOTLEY CO. SHERIFF'S OFFICE,345100,MOTLEY,1,79244,ROBERT D. FISK,117,7,0,3,1,0,3,6,1,6,0,0,0,0,0,12,44,58,0,3,0,1,2,0,0,0,117,0,0,0,0,0,0
01,2022,2022-01,2021,TCOLE,Full,1/20/2022,TARRANT CO. CONST. PCT. 5,439105,TARRANT,8,76196,PEDRO C. MUNOZ,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,9,1,0,0,2,0,0,0,2,0,117,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/7/2023,LEON CO. SHERIFF'S OFFICE,289100,LEON,5,75833,KEVIN D. ELLIS,117,47,30,4,12,1,0,28,19,21,0,0,7,0,1,1,53,59,0,2,2,2,1,0,1,0,117,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/5/2025,PANHANDLE POLICE DEPT.,065202,CARSON,1,79068,SACEY S. HARDMAN,117,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,105,0,1,0,1,0,0,0,0,117,0,0,0,0,0,0
03,2021,2021-03,2020,,Full,3/15/2021,EDGEWOOD I.S.D. POLICE DEPT.,029921,BEXAR,7,78237,JESSE B. QUIROGA,116,11,4,0,3,1,3,4,112,4,0,0,0,0,0,74,8,30,1,1,2,0,0,0,4,0,116,0,0,0,,,
02,2022,2022-02,2021,Dept.,Full,2/14/2022,EL PASO CO. CONST. PCT. 7,141107,EL PASO,2,79835,RHEDA A. SOMMERS,116,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,110,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/18/2022,JUDSON I.S.D. POLICE DEPT.,029924,BEXAR,7,78109,TERESA A. RAMON,116,11,0,0,10,1,0,3,8,2,0,1,0,0,0,16,7,91,0,0,2,2,0,0,0,0,116,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/8/2023,LLANO CO. CONST. PCT. 2,299102,LLANO,9,78609,RICHARD W. HARRIS,116,2,0,0,1,0,1,0,2,0,0,0,0,0,0,43,0,72,1,0,0,0,0,0,1,0,116,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/27/2024,AMARILLO COLLEGE POLICE DEPT.,375005,POTTER,1,79178,AARON B. HUDDLESTON,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,27,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/12/2024,NEEDVILLE I.S.D. POLICE DEPT.,157903,FORT BEND,4,77461,MICHAEL C. COLUNGA,116,1,0,0,1,0,0,0,1,1,0,0,0,0,0,94,0,22,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/14/2025,Manor ISD Police Department,453903,TRAVIS,10,78653,CLARENCE D. YARBROUGH,116,3,0,0,2,1,0,1,2,1,0,0,0,0,0,5,76,35,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/19/2025,SOUTH PLAINS COLLEGE POLICE DEPT.,219005,HOCKLEY,1,79336,JONATHAN T. SULLIVAN,116,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,58,56,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0
01,2021,2021-01,2020,,Full,1/29/2021,DENTON CO. CONST. PCT. 2,121102,DENTON,8,75034,MICHAEL A. TRUITT,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,99,0,0,0,0,0,0,0,0,115,0,0,0,,,
02,2021,2021-02,2020,,Full,2/22/2021,FRANKLIN CO. SHERIFF'S OFFICE,159100,FRANKLIN,5,75457,RICKY S. JONES,115,9,7,0,2,0,0,4,111,4,0,0,0,0,0,48,28,39,0,0,0,0,0,0,0,0,115,0,0,0,,,
02,2023,2023-02,2022,Dept.,Full,2/28/2023,CHINA SPRING I.S.D. POLICE DEPT.,309903,McLENNAN,9,76633,SHANNA D. SANDERS,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/12/2023,HILLCREST VILLAGE CITY MARSHAL'S OFFICE,039601,BRAZORIA,4,77512,SHOHN D. DAVISON,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,24,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0
01,2023,2023-01,2022,Dept.,Full,1/20/2023,HUDSON OAKS POLICE DEPT.,367209,PARKER,8,76087,MICHAEL R. BALDWIN,115,9,3,0,2,2,2,6,3,3,0,0,2,1,0,102,5,3,0,0,5,3,0,0,2,0,115,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/12/2020,DAISETTA POLICE DEPT.,291203,LIBERTY,4,77533,LLOYD K. BURKS,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,88,0,0,0,0,0,0,0,0,114,,,,,,
03,2021,2021-03,2020,,Full,3/15/2021,ANDREWS CO. SHERIFF'S OFFICE,003100,ANDREWS,1,79714,CHARLES R. STEWART,114,7,0,0,7,0,0,2,5,0,0,0,0,0,2,0,83,30,0,1,0,1,0,0,0,0,114,0,0,0,,,
01,2022,2022-01,2021,TCOLE,Full,1/11/2022,BANDERA CO. CONST. PCT. 4,019104,BANDERA,2,78884,RODNEY N. CHALMERS,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,84,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/7/2022,HIDALGO CO. CONST. PCT. 5,215105,HIDALGO,3,78543,DANIEL MARICHALAR JR,114,2,2,0,0,0,0,0,2,1,0,0,0,0,0,22,32,59,0,1,0,0,1,0,0,0,114,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/16/2022,LASALLE CO. CONST. PCT. 2,283102,LA SALLE,3,78019,CARLOS R. MALDONADO JR,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,32,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
01,2023,2023-01,2022,TCOLE,Full,1/11/2023,DENTON CO. CONST. PCT. 2,121102,DENTON,8,75034,MICHAEL A. TRUITT,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,23,0,1,0,0,0,0,1,0,114,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/28/2024,HAYS CO. CONST. PCT. 1,209101,HAYS,10,78666,DAVID L. PETERSON,114,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,59,55,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/6/2025,NEWTON POLICE DEPT.,351201,NEWTON,5,75966,WILLIAM L. JACKSON,114,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,72,40,0,2,0,0,0,0,2,0,114,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/12/2020,ROBERTSON CO. CONST. PCT. 2,395102,ROBERTSON ,7,77856,CRAIG S. BOYETT,113,30,20,0,10,0,0,10,20,0,0,0,0,0,10,1,94,18,0,0,0,0,0,0,0,0,113,,,,,,
02,2020,2020-02,2019,,Full,2/27/2020,WACO I.S.D. POLICE DEPT.,309901,McLENNAN,6,76708,DAVID WILLIAMS II,113,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,78,33,1,1,0,0,0,0,2,0,113,,,,,,
03,2021,2021-03,2020,,Full,3/15/2021,DEWITT CO. CONST. PCT. 2,123102,DeWITT,3,78164,JEFFERSON B. HOBBS,113,0,0,0,0,0,0,0,113,0,0,0,0,0,0,5,12,96,0,0,0,0,0,0,0,0,113,0,0,0,,,
